alertID,Rule Description,Source IP,MITRE ATT&CK Technique,Rule ID,Fired Times,Severity Level,Timestamp
3828,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,946,5,Apr 11 14:15:02
3829,sshd: Attempt to login using a non-existent user,190.155.233.179,"Password Guessing,SSH",5710,691,5,01-04-2011 11:41
3830,PAM: User login failed.,104.225.217.122,Password Guessing,5503,262,5,Apr 11 16:14:02
3831,PAM: User login failed.,104.225.217.122,Password Guessing,5503,978,5,Apr 11 16:46:02
3832,sshd: Attempt to login using a non-existent user,170.64.161.109,"Password Guessing,SSH",5710,1229,5,Apr 11 13:39:07
3833,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,854,5,Apr 11 13:33:02
3834,sshd: Attempt to login using a non-existent user,208.81.201.3,"Password Guessing,SSH",5710,164,5,01-04-2011 12:06
3835,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,211,5,Apr 11 16:56:02
3836,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,393,5,Apr 11 16:12:01
3837,PAM: User login failed.,14.215.46.149,Password Guessing,5503,344,5,Apr 11 16:17:33
3838,sshd: authentication failed.,43.153.207.95,"Password Guessing,SSH",5760,42,5,01-04-2011 12:03
3839,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,662,5,01-04-2011 12:44
3840,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,393,5,Apr 11 13:17:02
3841,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,150,5,Apr 11 15:40:04
3842,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,452,5,Apr 11 13:19:02
3843,Successful sudo to ROOT executed.,Unknown,Sudo and Sudo Caching,5402,50,3,Apr 11 13:49:01
3844,sshd: Attempt to login using a non-existent user,43.153.207.95,"Password Guessing,SSH",5710,364,5,01-04-2011 12:16
3845,sshd: authentication failed.,202.185.181.42,"Password Guessing,SSH",5760,251,5,Apr 11 16:32:49
3846,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,56,5,Apr 11 15:15:02
3847,PAM: User login failed.,104.225.217.122,Password Guessing,5503,384,5,Apr 11 16:19:02
3848,sshd: Attempt to login using a non-existent user,124.221.245.149,"Password Guessing,SSH",5710,1870,5,Apr 11 13:48:11
3849,PAM: User login failed.,39.100.241.126,Password Guessing,5503,539,5,01-04-2011 12:53
3850,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1526,5,Apr 11 14:32:01
3851,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,603,5,Apr 11 13:25:02
3852,sshd: Attempt to login using a non-existent user,202.185.181.42,"Password Guessing,SSH",5710,51,5,Apr 11 16:01:33
3853,sshd: Attempt to login using a non-existent user,170.64.161.109,"Password Guessing,SSH",5710,1294,5,Apr 11 13:40:23
3854,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,2157,5,Apr 11 14:54:03
3855,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,155,5,Apr 11 13:07:04
3856,PAM: User login failed.,139.186.181.185,Password Guessing,5503,386,5,01-04-2011 12:28
3857,sshd: authentication failed.,Unknown,"Password Guessing,SSH",5760,129,5,Apr 11 15:25:47
3858,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,2219,5,Apr 11 14:56:04
3859,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,7,5,Apr 11 16:00:02
3860,PAM: User login failed.,43.163.229.234,Password Guessing,5503,81,5,01-04-2011 11:08
3861,sshd: Attempt to login using a non-existent user,157.245.104.97,"Password Guessing,SSH",5710,24,5,01-04-2011 12:01
3862,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,2212,5,Apr 11 13:53:02
3863,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,413,5,Apr 11 16:12:04
3864,PAM: User login failed.,104.225.217.122,Password Guessing,5503,1245,5,Apr 11 16:58:01
3865,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,633,5,Apr 11 15:21:02
3866,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,892,5,Apr 11 15:30:01
3867,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,396,5,Apr 11 16:12:02
3868,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1652,5,Apr 11 15:57:05
3869,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,2027,5,Apr 11 14:50:01
3870,PAM: User login failed.,170.64.161.109,Password Guessing,5503,1399,5,Apr 11 13:56:32
3871,sshd: Attempt to login using a non-existent user,202.185.181.42,"Password Guessing,SSH",5710,1578,5,Apr 11 15:54:29
3872,sshd: authentication failed.,179.43.180.106,"Password Guessing,SSH",5760,283,5,Apr 11 15:52:01
3873,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,2115,5,Apr 11 16:53:02
3874,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,269,5,Apr 11 15:09:01
3875,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,26,5,Apr 11 16:01:02
3876,sshd: Attempt to login using a non-existent user,170.64.196.141,"Password Guessing,SSH",5710,629,5,01-04-2011 12:40
3877,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,41,5,Apr 11 13:03:11
3878,sshd: brute force trying to get access to the system. Non existent user.,104.225.217.122,Brute Force,5712,157,10,Apr 11 13:43:02
3879,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,758,5,Apr 11 13:30:04
3880,sshd: Attempt to login using a non-existent user,194.113.236.217,"Password Guessing,SSH",5710,151,5,01-04-2011 12:06
3881,syslog: User missed the password more than one time,39.100.241.126,Brute Force,2502,115,10,01-04-2011 12:53
3882,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,2179,5,Apr 11 16:54:04
3883,PAM: User login failed.,152.136.182.163,Password Guessing,5503,1213,5,Apr 11 13:52:07
3884,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,653,5,Apr 11 16:19:04
3885,PAM: User login failed.,104.225.217.122,Password Guessing,5503,922,5,Apr 11 14:34:01
3886,PAM: User login failed.,104.225.217.122,Password Guessing,5503,290,5,Apr 11 13:22:02
3887,PAM: User login failed.,104.225.217.122,Password Guessing,5503,50,5,Apr 11 13:05:02
3888,sshd: brute force trying to get access to the system. Non existent user.,104.225.217.122,Brute Force,5712,69,10,Apr 11 13:21:01
3889,syslog: User missed the password more than one time,180.101.88.229,Brute Force,2502,41,10,Apr 11 16:23:00
3890,PAM: User login failed.,104.225.217.122,Password Guessing,5503,356,5,Apr 11 16:18:01
3891,PAM: User login failed.,104.225.217.122,Password Guessing,5503,1290,5,Apr 11 13:54:01
3892,PAM: User login failed.,104.225.217.122,Password Guessing,5503,243,5,Apr 11 13:18:02
3893,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1963,5,Apr 11 14:47:03
3894,sshd: Attempt to login using a non-existent user,139.186.181.185,"Password Guessing,SSH",5710,540,5,01-04-2011 12:29
3895,sshd: authentication failed.,170.64.161.109,"Password Guessing,SSH",5760,151,5,Apr 11 13:31:35
3896,sshd: authentication failed.,180.101.88.229,"Password Guessing,SSH",5760,1,5,01-04-2011 12:00
3897,syslog: User missed the password more than one time,180.101.88.229,Brute Force,2502,72,10,Apr 11 14:36:43
3898,PAM: Multiple failed logins in a small period of time.,104.225.217.122,Brute Force,5551,59,10,Apr 11 15:34:02
3899,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,171,5,Apr 11 16:05:03
3900,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,508,5,Apr 11 13:21:03
3901,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,2590,5,Apr 11 13:57:03
3902,PAM: User login failed.,170.64.173.245,Password Guessing,5503,281,5,01-04-2011 12:17
3903,PAM: User login failed.,104.225.217.122,Password Guessing,5503,694,5,Apr 11 13:40:02
3904,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1283,5,Apr 11 13:40:04
3905,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,717,5,Apr 11 13:29:04
3906,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,853,5,Apr 11 16:25:04
3907,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,2436,5,Apr 11 16:59:05
3908,sshd: authentication failed.,Unknown,"Password Guessing,SSH",5760,1,5,Apr 11 15:00:00
3909,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1011,5,Apr 11 13:36:05
3910,sshd: Attempt to login using a non-existent user,81.192.46.38,"Password Guessing,SSH",5710,943,5,01-04-2011 11:57
3911,sshd: Attempt to login using a non-existent user,170.64.161.109,"Password Guessing,SSH",5710,955,5,Apr 11 13:35:33
3912,PAM: User login failed.,104.225.217.122,Password Guessing,5503,68,5,Apr 11 15:04:02
3913,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,713,5,Apr 11 13:29:03
3914,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1789,5,Apr 11 13:47:05
3915,sshd: authentication failed.,Unknown,"Password Guessing,SSH",5760,121,5,Apr 11 16:15:21
3916,PAM: User login failed.,170.64.161.109,Password Guessing,5503,708,5,Apr 11 13:40:20
3917,PAM: User login failed.,104.225.217.122,Password Guessing,5503,78,5,Apr 11 13:07:02
3918,sshd: Attempt to login using a non-existent user,81.30.162.18,"Password Guessing,SSH",5710,762,5,01-04-2011 11:48
3919,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1409,5,Apr 11 14:28:01
3920,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,201,5,Apr 11 13:52:01
3921,sshd: Attempt to login using a non-existent user,157.245.104.97,"Password Guessing,SSH",5710,129,5,01-04-2011 12:05
3922,sshd: authentication failed.,218.92.0.31,"Password Guessing,SSH",5760,255,5,Apr 11 16:33:09
3923,sshd: Attempt to login using a non-existent user,43.134.46.239,"Password Guessing,SSH",5710,976,5,01-04-2011 11:59
3924,sshd: Attempt to login using a non-existent user,170.64.161.109,"Password Guessing,SSH",5710,765,5,Apr 11 13:30:17
3925,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,466,5,Apr 11 15:15:04
3926,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,243,5,Apr 11 13:11:02
3927,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,2161,5,Apr 11 14:54:03
3928,PAM: User login failed.,104.225.217.122,Password Guessing,5503,772,5,Apr 11 15:48:02
3929,sshd: authentication failed.,110.40.132.227,"Password Guessing,SSH",5760,142,5,Apr 11 16:17:29
3930,PAM: User login failed.,180.101.88.229,Password Guessing,5503,457,5,01-04-2011 12:41
3931,sshd: authentication failed.,Unknown,"Password Guessing,SSH",5760,25,5,Apr 11 16:03:54
3932,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1583,5,Apr 11 14:34:01
3933,sshd: Attempt to login using a non-existent user,170.64.173.245,"Password Guessing,SSH",5710,604,5,01-04-2011 12:34
3934,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1813,5,Apr 11 16:47:05
3935,sshd: brute force trying to get access to the system. Non existent user.,104.225.217.122,Brute Force,5712,164,10,Apr 11 16:44:02
3936,PAM: Multiple failed logins in a small period of time.,104.225.217.122,Brute Force,5551,81,10,Apr 11 16:46:02
3937,sshd: authentication failed.,179.43.180.106,"Password Guessing,SSH",5760,275,5,Apr 11 15:51:29
3938,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,366,5,Apr 11 15:12:02
3939,sshd: authentication failed.,183.81.169.238,"Password Guessing,SSH",5760,31,5,01-04-2011 12:02
3940,sshd: Attempt to login using a non-existent user,170.64.161.109,"Password Guessing,SSH",5710,2556,5,Apr 11 13:56:49
3941,PAM: Login session opened.,Unknown,Valid Accounts,5501,19,3,Apr 11 13:18:01
3942,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,194,5,Apr 11 13:09:02
3943,PAM: User login failed.,104.225.217.122,Password Guessing,5503,417,5,Apr 11 13:30:02
3944,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,790,5,Apr 11 15:26:04
3945,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1983,5,Apr 11 14:48:01
3946,syslog: User missed the password more than one time,180.101.88.229,Brute Force,2502,35,10,01-04-2011 12:16
3947,PAM: User login failed.,104.225.217.122,Password Guessing,5503,218,5,Apr 11 15:14:02
3948,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,80,5,Apr 11 16:21:04
3949,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,836,5,Apr 11 15:28:01
3950,sshd: Attempt to login using a non-existent user,43.153.207.95,"Password Guessing,SSH",5710,944,5,01-04-2011 11:57
3951,sshd: Attempt to login using a non-existent user,208.81.201.3,"Password Guessing,SSH",5710,186,5,01-04-2011 12:07
3952,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,124,5,Apr 11 16:04:03
3953,PAM: User login failed.,104.225.217.122,Password Guessing,5503,64,5,Apr 11 15:04:02
3954,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,2047,5,Apr 11 14:50:04
3955,sshd: Attempt to login using a non-existent user,157.245.104.97,"Password Guessing,SSH",5710,146,5,01-04-2011 12:06
3956,sshd: authentication failed.,39.100.241.126,"Password Guessing,SSH",5760,387,5,01-04-2011 12:47
3957,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,471,5,Apr 11 13:20:01
3958,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1201,5,Apr 11 16:35:02
3959,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,149,5,Apr 11 14:32:01
3960,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,746,5,Apr 11 16:22:03
3961,sshd: brute force trying to get access to the system. Non existent user.,104.225.217.122,Brute Force,5712,149,10,Apr 11 13:41:03
3962,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1636,5,Apr 11 15:57:02
3963,PAM: User login failed.,104.225.217.122,Password Guessing,5503,399,5,Apr 11 16:20:02
3964,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,32,5,Apr 11 13:11:02
3965,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,404,5,Apr 11 13:17:04
3966,PAM: Multiple failed logins in a small period of time.,104.225.217.122,Brute Force,5551,97,10,Apr 11 14:44:02
3967,sshd: authentication failed.,180.101.88.229,"Password Guessing,SSH",5760,512,5,01-04-2011 12:57
3968,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1055,5,Apr 11 13:37:01
3969,PAM: User login failed.,104.225.217.122,Password Guessing,5503,121,5,Apr 11 14:03:02
3970,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1458,5,Apr 11 15:50:02
3971,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1001,5,Apr 11 14:16:04
3972,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,306,5,Apr 11 15:10:02
3973,PAM: User login failed.,104.225.217.122,Password Guessing,5503,294,5,Apr 11 14:08:01
3974,PAM: User login failed.,180.101.88.229,Password Guessing,5503,664,5,01-04-2011 11:51
3975,PAM: User login failed.,104.225.217.122,Password Guessing,5503,692,5,Apr 11 13:40:02
3976,PAM: User login failed.,104.225.217.122,Password Guessing,5503,242,5,Apr 11 13:18:02
3977,PAM: Multiple failed logins in a small period of time.,104.225.217.122,Brute Force,5551,4,10,Apr 11 15:02:01
3978,PAM: Multiple failed logins in a small period of time.,104.225.217.122,Brute Force,5551,55,10,Apr 11 13:33:02
3979,PAM: User login failed.,150.109.203.15,Password Guessing,5503,38,5,01-04-2011 12:02
3980,PAM: User login failed.,104.225.217.122,Password Guessing,5503,123,5,Apr 11 16:07:02
3981,PAM: User login failed.,150.109.203.15,Password Guessing,5503,87,5,01-04-2011 12:04
3982,PAM: User login failed.,183.81.169.238,Password Guessing,5503,50,5,01-04-2011 12:02
3983,sshd: authentication failed.,81.30.162.18,"Password Guessing,SSH",5760,616,5,01-04-2011 11:59
3984,PAM: User login failed.,104.225.217.122,Password Guessing,5503,462,5,Apr 11 13:32:02
3985,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,191,5,Apr 11 15:51:04
3986,PAM: User login failed.,104.225.217.122,Password Guessing,5503,1076,5,Apr 11 16:50:01
3987,PAM: User login failed.,81.192.46.38,Password Guessing,5503,256,5,01-04-2011 12:15
3988,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,331,5,Apr 11 15:11:02
3989,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1330,5,Apr 11 15:45:02
3990,PAM: User login failed.,104.225.217.122,Password Guessing,5503,190,5,Apr 11 13:15:02
3991,PAM: User login failed.,104.225.217.122,Password Guessing,5503,818,5,Apr 11 16:40:02
3992,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,112,5,Apr 11 16:30:02
3993,PAM: User login failed.,104.225.217.122,Password Guessing,5503,683,5,Apr 11 16:34:01
3994,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1771,5,Apr 11 14:40:04
3995,PAM: User login failed.,104.225.217.122,Password Guessing,5503,401,5,Apr 11 16:20:02
3996,sshd: Attempt to login using a non-existent user,175.123.253.229,"Password Guessing,SSH",5710,712,5,01-04-2011 11:43
3997,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1129,5,Apr 11 15:37:05
3998,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1121,5,Apr 11 14:19:02
3999,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,13,5,Apr 11 15:03:02
4000,PAM: Multiple failed logins in a small period of time.,104.225.217.122,Brute Force,5551,95,10,Apr 11 13:51:02
4001,syslog: User authentication failure.,Unknown,,2501,7,5,01-04-2011 12:49
4002,sshd: Attempt to login using a non-existent user,139.186.181.185,"Password Guessing,SSH",5710,591,5,01-04-2011 12:32
4003,PAM: User login failed.,208.81.201.3,Password Guessing,5503,764,5,01-04-2011 11:57
4004,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,594,5,Apr 11 13:25:02
4005,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,556,5,Apr 11 16:17:02
4006,PAM: User login failed.,208.81.201.3,Password Guessing,5503,77,5,01-04-2011 12:04
4007,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,502,5,Apr 11 13:21:03
4008,PAM: User login failed.,104.225.217.122,Password Guessing,5503,500,5,Apr 11 15:31:02
4009,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,962,5,Apr 11 15:32:04
4010,Successful sudo to ROOT executed.,Unknown,Sudo and Sudo Caching,5402,11,3,Apr 11 15:10:01
4011,sshd: authentication failed.,Unknown,"Password Guessing,SSH",5760,459,5,01-04-2011 12:51
4012,PAM: User login failed.,43.153.207.95,Password Guessing,5503,220,5,01-04-2011 12:13
4013,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1521,5,Apr 11 14:32:01
4014,PAM: User login failed.,170.64.161.109,Password Guessing,5503,1460,5,Apr 11 13:57:56
4015,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1332,5,Apr 11 13:41:03
4016,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1844,5,Apr 11 13:48:02
4017,sshd: authentication failed.,180.101.88.229,"Password Guessing,SSH",5760,282,5,01-04-2011 12:25
4018,PAM: Login session closed.,Unknown,,5502,40,3,Apr 11 16:39:04
4019,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,217,5,Apr 11 16:58:01
4020,PAM: Login session opened.,Unknown,Valid Accounts,5501,58,3,Apr 11 13:57:01
4021,sshd: authentication failed.,43.134.46.239,"Password Guessing,SSH",5760,231,5,01-04-2011 12:20
4022,PAM: User login failed.,104.225.217.122,Password Guessing,5503,688,5,Apr 11 16:34:01
4023,sshd: authentication failed.,39.109.117.82,"Password Guessing,SSH",5760,200,5,01-04-2011 12:16
4024,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,33,5,Apr 11 14:05:04
4025,PAM: User login failed.,104.225.217.122,Password Guessing,5503,228,5,Apr 11 16:12:02
4026,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1567,5,Apr 11 15:54:04
4027,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,378,5,Apr 11 14:05:01
4028,sshd: Attempt to login using a non-existent user,170.64.161.109,"Password Guessing,SSH",5710,355,5,Apr 11 14:04:39
4029,sshd: authentication failed.,81.30.162.18,"Password Guessing,SSH",5760,579,5,01-04-2011 11:55
4030,sshd: authentication failed.,150.109.203.15,"Password Guessing,SSH",5760,620,5,01-04-2011 11:59
4031,sshd: authentication failed.,157.245.104.97,"Password Guessing,SSH",5760,492,5,01-04-2011 11:48
4032,sshd: Attempt to login using a non-existent user,81.192.46.38,"Password Guessing,SSH",5710,147,5,01-04-2011 12:06
4033,sshd: authentication failed.,136.228.161.67,"Password Guessing,SSH",5760,246,5,01-04-2011 12:20
4034,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1239,5,Apr 11 16:36:02
4035,sshd: authentication failed.,157.245.104.97,"Password Guessing,SSH",5760,600,5,01-04-2011 11:57
4036,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1672,5,Apr 11 15:58:02
4037,PAM: Login session closed.,Unknown,,5502,52,3,Apr 11 13:51:05
4038,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,825,5,Apr 11 13:32:04
4039,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1583,5,Apr 11 15:55:02
4040,PAM: User login failed.,104.225.217.122,Password Guessing,5503,477,5,01-04-2011 12:44
4041,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,2300,5,Apr 11 14:59:02
4042,PAM: User login failed.,104.225.217.122,Password Guessing,5503,148,5,Apr 11 13:12:01
4043,sshd: authentication failed.,180.101.88.229,"Password Guessing,SSH",5760,261,5,01-04-2011 11:25
4044,PAM: User login failed.,180.101.88.229,Password Guessing,5503,192,5,Apr 11 15:12:52
4045,PAM: User login failed.,104.225.217.122,Password Guessing,5503,861,5,Apr 11 13:44:02
4046,sshd: Attempt to login using a non-existent user,140.143.142.95,"Password Guessing,SSH",5710,57,5,Apr 11 14:00:34
4047,sshd: authentication failed.,Unknown,"Password Guessing,SSH",5760,30,5,Apr 11 16:04:45
4048,sshd: brute force trying to get access to the system. Authentication failed.,180.101.88.229,Brute Force,5763,3,10,Apr 11 13:41:35
4049,PAM: User login failed.,104.225.217.122,Password Guessing,5503,119,5,Apr 11 13:10:02
4050,PAM: User login failed.,136.228.161.67,Password Guessing,5503,372,5,01-04-2011 12:25
4051,sshd: authentication failed.,218.92.0.22,"Password Guessing,SSH",5760,431,5,Apr 11 16:59:30
4052,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,96,5,Apr 11 16:26:01
4053,PAM: User login failed.,104.225.217.122,Password Guessing,5503,593,5,Apr 11 14:17:02
4054,PAM: User login failed.,104.225.217.122,Password Guessing,5503,266,5,Apr 11 16:14:02
4055,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1357,5,Apr 11 16:39:02
4056,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,394,5,Apr 11 16:12:01
4057,PAM: User login failed.,170.64.173.245,Password Guessing,5503,551,5,01-04-2011 12:55
4058,PAM: User login failed.,157.245.104.97,Password Guessing,5503,336,5,01-04-2011 12:21
4059,sshd: Attempt to login using a non-existent user,139.186.181.185,"Password Guessing,SSH",5710,305,5,01-04-2011 12:13
4060,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1209,5,Apr 11 15:40:04
4061,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1206,5,Apr 11 16:35:02
4062,sshd: Attempt to login using a non-existent user,194.113.236.217,"Password Guessing,SSH",5710,389,5,01-04-2011 12:17
4063,PAM: User login failed.,104.225.217.122,Password Guessing,5503,757,5,Apr 11 14:25:02
4064,sshd: Attempt to login using a non-existent user,81.30.162.18,"Password Guessing,SSH",5710,193,5,01-04-2011 12:07
4065,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1847,5,Apr 11 13:48:02
4066,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,660,5,Apr 11 13:27:03
4067,PAM: User login failed.,39.98.194.229,Password Guessing,5503,27,5,01-04-2011 12:01
4068,sshd: Attempt to login using a non-existent user,39.100.241.126,"Password Guessing,SSH",5710,731,5,01-04-2011 12:56
4069,syslog: User authentication failure.,Unknown,,2501,18,5,01-04-2011 12:53
4070,sshd: authentication failed.,Unknown,"Password Guessing,SSH",5760,411,5,01-04-2011 11:37
4071,PAM: User login failed.,140.143.142.95,Password Guessing,5503,1489,5,Apr 11 13:58:29
4072,sshd: authentication failed.,180.101.88.229,"Password Guessing,SSH",5760,387,5,Apr 11 14:39:23
4073,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,510,5,Apr 11 14:07:02
4074,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,587,5,Apr 11 16:18:01
4075,sshd: Attempt to login using a non-existent user,124.156.211.11,"Password Guessing,SSH",5710,202,5,01-04-2011 12:08
4076,PAM: User login failed.,180.101.88.229,Password Guessing,5503,534,5,01-04-2011 12:51
4077,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,2759,5,Apr 11 13:59:02
4078,Successful sudo to ROOT executed.,Unknown,Sudo and Sudo Caching,5402,15,3,Apr 11 14:14:01
4079,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1329,5,Apr 11 14:25:04
4080,PAM: User login failed.,175.123.253.229,Password Guessing,5503,141,5,01-04-2011 12:07
